rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10,rmp11,rmp12,rmp13,rmp14,rmp15,rmp16,rmp17,rmp18,rmp19,rmp20,rmp21,rmp22,rmp23,rmp24,rmp25,rmp26,rmp27,rmp28,rmp29,rmp30,rmp31,rmp32,rmp33,rmp34,rmp35,rmp36,rmp37,rmp38,rmp39,rmp40
0.000245103,0.000245041,0.000245868,0.000246035,0.000246101,0.000246091,0.000245883,0.000245746,0.000246586,0.000245941,0.000246536,0.00024649,0.000246365,0.000246531,0.000246033,0.000246334,0.000246417,0.000246079,0.000246567,0.000246145,0.000246511,0.000246528,0.000247071,0.000247162,0.000246833,0.00024718,0.000247596,0.000247691,0.000247259,0.00024716,0.000247368,0.000248032,0.000247948,0.000247639,0.000248164,0.00024837,0.000248144,0.000247776,0.0002476,0.000248406
0.00024481,0.000244907,0.000245585,0.000245732,0.000246013,0.000245809,0.00024577,0.000245566,0.000246417,0.000245699,0.000246512,0.00024622,0.000246209,0.000246356,0.000245738,0.000246076,0.00024618,0.000245832,0.000246335,0.000245905,0.000246385,0.000246249,0.000246775,0.000246937,0.000246581,0.000247056,0.000247394,0.000247303,0.000247039,0.000246924,0.00024713,0.0002478,0.000247738,0.000247388,0.000247968,0.000248169,0.000247823,0.000247559,0.000247437,0.000248198
0.000244495,0.000244521,0.000245199,0.000245477,0.000245738,0.000245553,0.000245448,0.000245218,0.000246153,0.000245403,0.00024621,0.00024597,0.000245783,0.00024607,0.000245453,0.000245756,0.000245866,0.00024555,0.000246026,0.00024557,0.000246119,0.000245994,0.000246457,0.000246713,0.000246359,0.000246724,0.000247147,0.000246994,0.000246783,0.000246641,0.000246857,0.00024756,0.000247208,0.000247061,0.000247716,0.000247799,0.000247582,0.000247259,0.000247056,0.000247877
0.000244127,0.000244331,0.000244991,0.000245261,0.000245311,0.000245249,0.000245014,0.000244778,0.00024585,0.000245064,0.000245773,0.000245596,0.000245474,0.00024575,0.00024508,0.00024536,0.000245503,0.000245277,0.000245742,0.00024531,0.000245716,0.000245674,0.000246233,0.000246387,0.000246068,0.000246295,0.000246716,0.000246605,0.000246447,0.000246312,0.000246386,0.000247247,0.000247023,0.000246816,0.000247299,0.000247495,0.000247249,0.000246895,0.00024673,0.000247574
0.000243785,0.000243835,0.000244671,0.000244857,0.000245004,0.000244895,0.000244686,0.000244405,0.000245395,0.000244798,0.000245536,0.000245211,0.000245098,0.00024532,0.000244764,0.000245009,0.000245206,0.000244916,0.000245356,0.000244912,0.000245429,0.00024529,0.000245834,0.000246056,0.000245745,0.000245972,0.000246433,0.000246255,0.000246055,0.000245899,0.000246049,0.000246861,0.000246687,0.000246449,0.000246892,0.000247147,0.000246884,0.00024657,0.000246423,0.000247093
0.000243348,0.000243432,0.000244321,0.000244415,0.000244568,0.000244458,0.000244375,0.000243974,0.000245025,0.000244335,0.00024503,0.000244827,0.000244775,0.000244937,0.000244439,0.000244679,0.000244771,0.000244612,0.000244948,0.000244496,0.00024506,0.00024487,0.000245526,0.000245687,0.000245299,0.000245609,0.000246069,0.000245822,0.000245725,0.00024554,0.000245616,0.000246444,0.000246407,0.000246136,0.00024652,0.00024666,0.000246506,0.000246217,0.000246086,0.000246811
0.000243009,0.000242947,0.000243892,0.000244006,0.000244075,0.000244045,0.00024391,0.000243605,0.000244695,0.00024387,0.000244611,0.000244322,0.0002444,0.00024455,0.000243954,0.000244233,0.000244497,0.000244154,0.000244476,0.000244055,0.000244595,0.000244385,0.000245003,0.000245279,0.000244879,0.000245202,0.000245592,0.000245432,0.000245191,0.000245217,0.000245301,0.000245954,0.000245799,0.000245737,0.000246004,0.000246215,0.000246096,0.000245805,0.000245655,0.000246406
0.000242404,0.000242563,0.000243378,0.000243613,0.000243709,0.000243652,0.000243481,0.000243142,0.000244274,0.000243403,0.000244106,0.000243951,0.000243948,0.000244063,0.000243502,0.000243818,0.000244044,0.000243708,0.000244021,0.000243679,0.000244169,0.000244036,0.000244545,0.000244837,0.000244507,0.000244706,0.000245125,0.000245044,0.000244814,0.000244743,0.000244788,0.000245543,0.000245288,0.000245294,0.000245613,0.000245815,0.000245718,0.000245296,0.000245208,0.000245987
0.000242036,0.000242139,0.000242943,0.000242989,0.000243198,0.000243104,0.000242988,0.000242658,0.000243698,0.000242891,0.000243649,0.000243406,0.000243467,0.000243595,0.00024307,0.000243326,0.000243535,0.000243167,0.000243546,0.00024322,0.0002437,0.000243589,0.000244096,0.00024432,0.000244086,0.000244281,0.000244691,0.000244638,0.000244435,0.000244267,0.000244355,0.000245094,0.00024488,0.000244805,0.000245194,0.000245253,0.000245207,0.000244941,0.000244716,0.000245559
0.000241478,0.000241561,0.000242408,0.000242553,0.000242712,0.00024277,0.000242523,0.000242226,0.000243269,0.00024252,0.000243156,0.000242846,0.000243001,0.00024314,0.000242643,0.000242957,0.00024304,0.00024271,0.000242994,0.000242733,0.000243234,0.000243089,0.00024347,0.000243864,0.000243613,0.000243856,0.000244218,0.000244175,0.000243906,0.000243747,0.000243704,0.000244609,0.000244365,0.000244378,0.000244739,0.000244797,0.000244705,0.000244429,0.000244171,0.00024504
0.000241013,0.000241041,0.000241883,0.000242108,0.000242111,0.000242314,0.000241979,0.000241736,0.000242706,0.000242057,0.000242609,0.00024239,0.000242576,0.000242618,0.000242104,0.000242418,0.000242506,0.000242223,0.000242523,0.00024225,0.000242759,0.000242682,0.000243126,0.000243267,0.000243115,0.000243435,0.000243674,0.000243657,0.00024332,0.000243263,0.000243238,0.000244057,0.000243793,0.000243882,0.000244178,0.000244303,0.000244156,0.000244008,0.000243712,0.000244542
0.000240468,0.000240703,0.000241385,0.000241538,0.0002416,0.000241797,0.000241397,0.00024118,0.000242189,0.000241632,0.00024217,0.000241883,0.00024203,0.000242106,0.00024156,0.000241905,0.000242092,0.00024171,0.000242011,0.000241768,0.000242272,0.000242151,0.000242628,0.000242737,0.000242628,0.000242895,0.000243186,0.0002432,0.000242933,0.000242736,0.000242728,0.000243539,0.000243345,0.000243346,0.000243663,0.000243856,0.000243675,0.000243469,0.000243341,0.00024407
0.000239919,0.000240113,0.000240939,0.000240974,0.000241141,0.00024119,0.000240804,0.000240552,0.00024156,0.000241081,0.000241715,0.000241353,0.000241549,0.000241611,0.000241086,0.000241368,0.000241529,0.000241215,0.000241519,0.000241195,0.000241704,0.000241714,0.000242125,0.000242263,0.000242072,0.000242276,0.000242569,0.000242661,0.000242385,0.000242253,0.000242208,0.000243136,0.000242815,0.000242789,0.000243116,0.00024331,0.000243195,0.000242959,0.000242702,0.000243388
0.000239325,0.000239573,0.000240265,0.000240586,0.00024041,0.000240644,0.000240346,0.000240131,0.000241162,0.000240546,0.000241165,0.000240868,0.000241054,0.000241054,0.000240585,0.000240803,0.00024102,0.000240726,0.000241027,0.000240701,0.000241181,0.000241085,0.000241576,0.000241762,0.000241538,0.000241765,0.000242008,0.000242164,0.000241881,0.000241667,0.000241709,0.000242529,0.000242398,0.000242352,0.000242639,0.000242703,0.000242671,0.000242397,0.000242221,0.000242952
0.000238695,0.000238842,0.000239829,0.000239999,0.000239916,0.000240105,0.000239723,0.000239566,0.000240545,0.000239993,0.000240671,0.000240268,0.000240496,0.00024049,0.000240091,0.000240337,0.000240579,0.000240144,0.000240509,0.000240108,0.000240646,0.000240527,0.000241124,0.00024125,0.000241028,0.000241188,0.0002415,0.000241564,0.000241376,0.000241131,0.000241139,0.000241991,0.000241903,0.000241811,0.000242161,0.000242145,0.000242098,0.00024182,0.000241675,0.000242337
0.000238082,0.000238386,0.000239249,0.00023942,0.000239429,0.000239576,0.000239232,0.000239022,0.000239911,0.000239438,0.00024,0.000239755,0.000239965,0.000239996,0.000239491,0.000239725,0.000239964,0.000239576,0.000239943,0.000239595,0.000240102,0.000239972,0.000240564,0.000240682,0.000240468,0.000240628,0.000240987,0.000241031,0.000240848,0.000240547,0.000240476,0.000241464,0.000241356,0.000241331,0.000241509,0.000241576,0.000241548,0.000241267,0.000241131,0.000241828
0.000237518,0.000237936,0.000238625,0.000238845,0.000238907,0.000239033,0.000238665,0.000238369,0.0002394,0.000238854,0.000239508,0.000239197,0.000239358,0.000239456,0.000238874,0.000239156,0.000239537,0.000239062,0.000239389,0.000239121,0.000239546,0.000239317,0.000239932,0.000240122,0.000239937,0.000240116,0.000240429,0.000240465,0.000240314,0.000240054,0.000240029,0.000240905,0.000240838,0.000240638,0.000240934,0.000241062,0.00024099,0.000240757,0.000240524,0.000241296
0.000236987,0.000237273,0.000237956,0.000238091,0.000238253,0.000238382,0.000238135,0.000237848,0.000238738,0.00023827,0.00023887,0.000238656,0.00023877,0.000238845,0.000238361,0.000238705,0.000238918,0.000238397,0.000238875,0.000238553,0.000238989,0.000238807,0.00023924,0.000239525,0.000239372,0.000239551,0.000239831,0.000239942,0.000239761,0.000239487,0.000239421,0.000240354,0.000240307,0.000240146,0.000240386,0.000240391,0.000240447,0.000240231,0.000240075,0.000240695
0.000236497,0.000236695,0.000237479,0.000237598,0.000237816,0.000237889,0.000237392,0.000237246,0.000238137,0.000237718,0.000238276,0.000237948,0.000238252,0.000238352,0.000237788,0.000238088,0.000238243,0.000237789,0.00023831,0.000237968,0.000238398,0.000238235,0.000238796,0.000238946,0.000238789,0.000238984,0.000239206,0.00023938,0.000239215,0.00023889,0.000238813,0.000239823,0.000239689,0.000239518,0.000239773,0.000239903,0.000239877,0.000239583,0.000239424,0.000240178
0.000235843,0.000236035,0.000236697,0.000237082,0.000237169,0.000237333,0.000236939,0.000236727,0.000237597,0.00023712,0.000237751,0.000237391,0.000237664,0.000237695,0.000237237,0.00023749,0.000237708,0.000237232,0.000237608,0.000237418,0.000237849,0.000237635,0.000238191,0.000238372,0.000238203,0.000238398,0.000238628,0.000238837,0.00023873,0.000238269,0.000238309,0.000239254,0.000239031,0.00023894,0.000239121,0.000239389,0.000239287,0.000239103,0.000238892,0.000239591
0.000235041,0.000235516,0.000236172,0.000236431,0.000236557,0.000236686,0.000236363,0.000236058,0.000236893,0.000236493,0.000237095,0.000236828,0.000237073,0.000237154,0.000236614,0.000236745,0.000237172,0.000236671,0.000237017,0.000236734,0.000237343,0.000237069,0.000237552,0.000237689,0.000237628,0.000237849,0.000238046,0.00023829,0.000238067,0.000237657,0.000237751,0.000238667,0.000238453,0.000238332,0.000238635,0.000238686,0.000238654,0.000238425,0.000238274,0.000238928
0.000234461,0.000234851,0.0002355,0.000235754,0.000235919,0.000236073,0.000235687,0.000235481,0.000236335,0.00023601,0.000236543,0.000236268,0.000236463,0.000236504,0.000236125,0.000236184,0.00023652,0.000236165,0.000236409,0.000236152,0.000236613,0.000236489,0.000236944,0.000237163,0.00023704,0.000237165,0.000237389,0.000237662,0.00023753,0.000237142,0.000237129,0.000237981,0.000237881,0.000237816,0.000237991,0.000238132,0.000238063,0.000237893,0.000237707,0.000238357
0.000233955,0.000234326,0.000234908,0.000235083,0.000235387,0.000235558,0.000235127,0.00023495,0.000235735,0.000235402,0.000235981,0.000235645,0.000235954,0.00023588,0.000235495,0.000235677,0.000235923,0.000235531,0.000235797,0.000235616,0.000236086,0.000235949,0.000236304,0.00023658,0.000236451,0.000236631,0.000236851,0.000237082,0.000236983,0.000236548,0.000236491,0.000237349,0.000237202,0.000237164,0.000237485,0.000237543,0.000237582,0.000237359,0.000237067,0.000237766
0.000233281,0.000233652,0.000234188,0.000234514,0.000234734,0.000234913,0.00023457,0.000234309,0.000235046,0.000234815,0.000235378,0.000234993,0.00023533,0.00023534,0.000234826,0.000235058,0.000235339,0.000235007,0.000235203,0.000235045,0.000235475,0.000235299,0.000235671,0.000235977,0.000235822,0.000236032,0.000236152,0.000236497,0.000236352,0.000235881,0.00023596,0.000236748,0.00023665,0.000236524,0.000236884,0.000236951,0.000236945,0.000236706,0.00023647,0.000237146
0.000232559,0.000233084,0.000233605,0.000233743,0.000234063,0.000234294,0.000233904,0.000233739,0.000234472,0.000234169,0.000234678,0.000234409,0.000234759,0.000234689,0.000234308,0.000234431,0.000234767,0.000234363,0.000234581,0.000234386,0.000234836,0.000234774,0.000235089,0.000235402,0.000235182,0.000235378,0.000235513,0.000235858,0.000235769,0.000235361,0.000235279,0.000236207,0.00023613,0.000235972,0.000236304,0.000236347,0.00023628,0.000236144,0.000235945,0.000236532
0.000231681,0.000232501,0.000232997,0.000233146,0.000233391,0.000233571,0.000233309,0.000233103,0.000233926,0.000233568,0.000234086,0.000233796,0.000234229,0.000234132,0.000233695,0.000233793,0.00023417,0.000233681,0.000233972,0.000233806,0.000234218,0.000234058,0.000234542,0.000234852,0.000234607,0.000234793,0.000234964,0.00023524,0.000235177,0.000234696,0.000234648,0.000235562,0.000235503,0.000235336,0.000235588,0.000235706,0.000235677,0.000235608,0.000235316,0.000236013
0.000230964,0.000231847,0.000232356,0.000232629,0.000232778,0.000233009,0.000232668,0.000232486,0.000233255,0.000233024,0.000233519,0.000233226,0.00023357,0.000233513,0.000233019,0.000233221,0.000233596,0.000233131,0.000233347,0.000233191,0.000233613,0.000233437,0.000233944,0.000234257,0.000233983,0.000234211,0.000234275,0.000234651,0.000234588,0.000234009,0.000234143,0.000234888,0.000234904,0.000234748,0.000235028,0.000235125,0.000235062,0.000234913,0.000234617,0.000235405
0.000230388,0.000231155,0.000231745,0.000232002,0.000232306,0.000232324,0.000232069,0.000231816,0.000232671,0.000232475,0.000232858,0.000232541,0.000232919,0.000232876,0.00023234,0.000232554,0.00023303,0.000232523,0.00023281,0.000232459,0.000233041,0.000232814,0.000233304,0.000233658,0.000233435,0.000233637,0.000233841,0.000234136,0.000233926,0.000233481,0.000233534,0.000234308,0.000234338,0.00023417,0.000234441,0.000234503,0.000234461,0.000234327,0.000234043,0.00023479
0.000229601,0.000230629,0.000231128,0.000231425,0.000231631,0.000231744,0.000231463,0.000231076,0.000232056,0.000231829,0.000232261,0.000231952,0.000232383,0.000232229,0.000231721,0.000231946,0.000232342,0.000231947,0.000232197,0.000231918,0.000232489,0.000232228,0.000232708,0.00023298,0.000232837,0.000233061,0.000233103,0.000233508,0.000233368,0.000232817,0.000232877,0.000233727,0.000233746,0.000233542,0.000233826,0.000233853,0.00023392,0.000233697,0.000233425,0.000234117
0.000228897,0.000230025,0.000230435,0.000230792,0.000230892,0.00023118,0.000230862,0.000230538,0.000231575,0.000231223,0.000231544,0.000231318,0.000231721,0.000231628,0.000231161,0.00023136,0.000231799,0.000231265,0.000231514,0.000231253,0.000231969,0.000231731,0.000232077,0.000232372,0.000232195,0.00023243,0.000232476,0.000232878,0.000232765,0.000232206,0.000232281,0.000233128,0.000233138,0.000232942,0.00023327,0.000233277,0.000233212,0.000233034,0.000232824,0.000233508
0.000228234,0.00022936,0.000229805,0.000230116,0.000230243,0.000230453,0.000230207,0.0002299,0.000230912,0.00023057,0.000230887,0.000230663,0.00023109,0.000230929,0.000230461,0.000230667,0.000231207,0.000230606,0.000230965,0.000230716,0.000231299,0.000230969,0.00023143,0.000231866,0.000231607,0.000231784,0.000231842,0.000232272,0.000232178,0.000231625,0.000231652,0.000232503,0.000232488,0.000232328,0.000232607,0.000232627,0.000232623,0.000232468,0.000232269,0.000232905
0.000227708,0.00022873,0.000229183,0.00022947,0.000229658,0.000229918,0.000229545,0.00022928,0.0002302,0.000229913,0.000230236,0.00023005,0.000230485,0.000230361,0.000229936,0.000229952,0.000230562,0.000230051,0.000230368,0.00023011,0.00023069,0.000230332,0.000230873,0.000231275,0.000231045,0.000231206,0.000231231,0.000231682,0.000231539,0.000230934,0.000231064,0.000231946,0.000231945,0.000231743,0.000231991,0.000232079,0.000232009,0.000231874,0.000231585,0.000232248
0.000226957,0.000228076,0.000228546,0.000228823,0.000229105,0.000229348,0.000228918,0.000228704,0.000229584,0.000229285,0.000229623,0.000229413,0.000229879,0.000229763,0.000229283,0.000229434,0.000229906,0.000229377,0.000229759,0.000229545,0.000229943,0.000229808,0.000230236,0.000230622,0.000230438,0.000230585,0.000230671,0.000231035,0.000230896,0.000230316,0.000230349,0.000231299,0.000231319,0.000231169,0.000231428,0.000231423,0.000231394,0.00023139,0.000230948,0.000231704
0.000226187,0.000227475,0.000227881,0.000228116,0.000228494,0.000228666,0.000228339,0.000228042,0.000228933,0.000228705,0.000229015,0.000228745,0.000229245,0.000229246,0.000228549,0.000228837,0.000229285,0.000228855,0.000229118,0.000228917,0.000229528,0.00022911,0.000229601,0.000229966,0.000229827,0.000229915,0.000230017,0.000230437,0.000230236,0.000229748,0.000229846,0.000230743,0.000230668,0.000230566,0.000230793,0.000230879,0.000230746,0.000230671,0.000230345,0.000231061
0.000225575,0.000226864,0.000227195,0.000227527,0.000227935,0.00022801,0.000227665,0.000227417,0.00022829,0.000228248,0.000228371,0.000228105,0.000228595,0.000228556,0.000227907,0.000228175,0.00022866,0.000228167,0.000228518,0.000228239,0.000228814,0.000228514,0.000228938,0.000229365,0.000229232,0.000229344,0.000229485,0.000229761,0.000229569,0.000229186,0.00022916,0.000230032,0.000230092,0.000229905,0.000230134,0.000230249,0.000230189,0.000230159,0.0002297,0.000230416
0.000224914,0.000226164,0.000226675,0.000226862,0.000227195,0.000227408,0.000227058,0.000226772,0.000227691,0.000227514,0.000227769,0.00022744,0.000227955,0.000227959,0.000227354,0.000227629,0.000228043,0.000227611,0.000227895,0.000227624,0.000228225,0.00022792,0.000228332,0.000228704,0.000228636,0.000228689,0.000228783,0.00022909,0.000228967,0.000228525,0.000228531,0.000229426,0.000229506,0.000229242,0.000229528,0.000229637,0.000229543,0.000229497,0.000229149,0.000229786
0.000224293,0.00022557,0.000225975,0.000226142,0.000226621,0.000226665,0.000226431,0.000226163,0.000227012,0.000226822,0.00022714,0.00022695,0.000227321,0.000227303,0.000226725,0.000226976,0.000227418,0.000226987,0.000227303,0.000227027,0.000227586,0.00022738,0.000227704,0.000228106,0.000228014,0.000228023,0.000228251,0.000228499,0.000228425,0.000227919,0.00022782,0.000228886,0.000228917,0.000228664,0.000228929,0.000228944,0.000228982,0.000228909,0.000228532,0.000229184
0.000223692,0.000224916,0.000225212,0.00022552,0.000225965,0.0002262,0.000225883,0.000225512,0.000226433,0.000226225,0.000226465,0.000226303,0.000226647,0.000226739,0.000226118,0.000226348,0.00022684,0.000226389,0.000226709,0.000226359,0.000226941,0.000226683,0.000227076,0.000227537,0.000227381,0.000227409,0.00022762,0.000227843,0.000227794,0.000227266,0.000227265,0.000228209,0.000228232,0.000228089,0.000228333,0.000228303,0.00022832,0.000228265,0.000227995,0.000228594
0.000222927,0.000224191,0.000224638,0.000224944,0.00022538,0.000225603,0.000225231,0.000225,0.000225809,0.000225668,0.000225834,0.00022565,0.0002261,0.000226157,0.000225457,0.000225795,0.000226294,0.00022575,0.000226017,0.000225744,0.000226342,0.0002261,0.000226477,0.00022694,0.000226767,0.0002268,0.000226957,0.000227237,0.000227227,0.000226694,0.000226668,0.000227522,0.000227547,0.000227446,0.000227703,0.000227735,0.000227689,0.000227646,0.000227353,0.000227912
0.000222287,0.000223638,0.000224013,0.000224307,0.000224769,0.00022488,0.000224606,0.000224322,0.000225143,0.000225014,0.000225178,0.000224961,0.000225475,0.000225481,0.000224875,0.000225177,0.000225643,0.000225265,0.000225427,0.00022523,0.00022572,0.000225508,0.000225833,0.000226383,0.000226148,0.000226279,0.000226323,0.000226627,0.000226599,0.000226064,0.00022606,0.000226949,0.000227052,0.000226831,0.000227095,0.000227122,0.00022703,0.00022708,0.00022671,0.000227278
0.000221621,0.000223031,0.00022336,0.000223666,0.000224074,0.000224368,0.000223945,0.000223761,0.000224581,0.000224354,0.000224666,0.000224381,0.000224868,0.000224851,0.000224164,0.00022467,0.000225141,0.00022455,0.000224841,0.000224647,0.000225193,0.000224872,0.000225203,0.000225798,0.000225573,0.000225591,0.00022568,0.000226021,0.00022596,0.000225503,0.000225511,0.000226386,0.0002265,0.000226234,0.000226452,0.000226503,0.000226399,0.000226487,0.000226104,0.000226696
0.000221059,0.000222434,0.000222797,0.000222952,0.000223456,0.000223713,0.000223474,0.000223134,0.000223979,0.000223719,0.000223908,0.000223774,0.000224303,0.000224264,0.000223598,0.000223993,0.000224503,0.000223908,0.000224269,0.000224019,0.000224528,0.000224252,0.000224543,0.000225175,0.000224918,0.000224991,0.000225085,0.000225418,0.000225334,0.000224861,0.000224793,0.000225754,0.000225831,0.000225664,0.000225851,0.000225887,0.000225848,0.000225863,0.000225517,0.000226076
0.000220353,0.00022176,0.000222211,0.000222374,0.000222886,0.000223036,0.00022277,0.00022249,0.000223338,0.00022315,0.000223335,0.000223138,0.000223666,0.000223613,0.000222997,0.000223343,0.000223857,0.000223399,0.000223569,0.000223378,0.000223836,0.000223609,0.000224007,0.000224498,0.00022438,0.000224342,0.000224436,0.000224818,0.000224745,0.0002242,0.000224227,0.000225102,0.000225225,0.00022502,0.000225242,0.000225248,0.00022524,0.000225245,0.000224968,0.000225439
0.000219728,0.000221066,0.000221514,0.000221708,0.000222236,0.000222411,0.000222153,0.000221879,0.000222647,0.000222527,0.000222788,0.000222474,0.000223061,0.000223002,0.000222408,0.000222679,0.000223243,0.000222716,0.000222994,0.00022282,0.000223213,0.000222966,0.000223304,0.000223873,0.000223759,0.0002238,0.000223804,0.000224212,0.000224159,0.000223636,0.000223607,0.000224458,0.000224576,0.000224445,0.000224685,0.000224625,0.00022462,0.000224696,0.000224245,0.000224831
0.000219071,0.000220527,0.000220855,0.000221058,0.000221661,0.000221784,0.000221577,0.000221214,0.000222044,0.000221858,0.000222236,0.000221852,0.000222455,0.000222366,0.000221678,0.000222117,0.000222516,0.000222139,0.000222331,0.000222238,0.000222633,0.000222388,0.0002227,0.000223232,0.000223152,0.00022316,0.000223286,0.000223642,0.000223532,0.000223008,0.00022302,0.000223933,0.000223976,0.000223855,0.000224046,0.000224044,0.000224056,0.000224049,0.000223693,0.000224225
0.00021843,0.00021992,0.000220211,0.000220406,0.000220936,0.00022124,0.000220972,0.000220601,0.000221367,0.000221309,0.00022161,0.000221245,0.000221899,0.000221691,0.000221142,0.000221475,0.000222094,0.000221555,0.000221755,0.000221611,0.000221977,0.000221778,0.000222083,0.000222568,0.000222572,0.000222526,0.000222607,0.000223061,0.000222919,0.000222446,0.000222453,0.00022334,0.000223411,0.000223223,0.000223434,0.000223451,0.000223403,0.000223452,0.000223071,0.000223587
0.000217852,0.000219155,0.000219635,0.000219736,0.00022041,0.000220684,0.000220369,0.000219946,0.000220768,0.000220736,0.000220958,0.000220614,0.000221331,0.000221121,0.000220526,0.000220906,0.000221385,0.000220912,0.000221129,0.000221001,0.0002214,0.000221174,0.000221506,0.000221982,0.000221979,0.000221875,0.000221952,0.00022239,0.000222288,0.000221783,0.000221812,0.000222664,0.000222802,0.000222645,0.000222864,0.000222831,0.000222779,0.000222864,0.000222436,0.000222983
0.000217067,0.000218571,0.000219038,0.000219178,0.000219793,0.000220003,0.000219786,0.000219342,0.000220193,0.000220185,0.00022022,0.000219916,0.000220729,0.000220548,0.00021996,0.000220328,0.000220783,0.000220317,0.00022051,0.000220404,0.000220757,0.000220537,0.000220841,0.000221539,0.00022135,0.000221203,0.000221452,0.000221781,0.000221689,0.000221194,0.000221304,0.00022205,0.000222243,0.000221913,0.000222195,0.000222182,0.000222132,0.000222206,0.000221882,0.000222291
0.000216326,0.000217949,0.00021841,0.000218511,0.000219154,0.000219512,0.000219131,0.000218718,0.000219603,0.000219512,0.000219627,0.000219403,0.000220127,0.000219935,0.000219235,0.00021964,0.000220215,0.000219744,0.000219914,0.000219812,0.000220203,0.000219966,0.000220283,0.000220792,0.000220792,0.000220673,0.000220659,0.000221155,0.000221079,0.000220572,0.000220596,0.000221446,0.000221592,0.00022135,0.000221575,0.00022152,0.000221527,0.000221663,0.000221329,0.000221724
0.000215771,0.00021732,0.000217785,0.000217903,0.000218526,0.000218767,0.000218494,0.000218035,0.000218985,0.000218877,0.000219048,0.000218752,0.00021956,0.000219348,0.0002187,0.00021906,0.000219655,0.000219109,0.00021938,0.000219095,0.000219584,0.000219373,0.000219679,0.000220232,0.000220132,0.000219971,0.000220039,0.000220525,0.000220509,0.000219915,0.00021997,0.000220953,0.000221086,0.000220784,0.000221007,0.000220974,0.000220995,0.000221068,0.000220682,0.000221165
