rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10,rmp11,rmp12,rmp13,rmp14,rmp15,rmp16,rmp17,rmp18,rmp19,rmp20,rmp21,rmp22,rmp23,rmp24,rmp25,rmp26,rmp27,rmp28,rmp29,rmp30,rmp31,rmp32,rmp33,rmp34,rmp35,rmp36,rmp37,rmp38,rmp39,rmp40
0.00021514,0.000216737,0.000217167,0.000217214,0.000217886,0.000218148,0.000217949,0.000217386,0.000218339,0.00021834,0.000218368,0.000218201,0.000218956,0.00021875,0.000218103,0.000218444,0.000219032,0.000218605,0.000218774,0.000218504,0.000219002,0.000218748,0.000218988,0.000219602,0.000219579,0.000219424,0.000219412,0.000219972,0.000219901,0.000219351,0.000219303,0.000220245,0.000220368,0.000220182,0.000220359,0.000220341,0.000220416,0.000220409,0.000220126,0.00022045
0.00021451,0.000216011,0.000216563,0.00021663,0.000217314,0.0002176,0.000217323,0.000216886,0.000217681,0.000217749,0.000217775,0.00021751,0.00021833,0.000218133,0.000217525,0.000217816,0.000218477,0.000217899,0.000218101,0.000217876,0.00021847,0.000218207,0.00021846,0.000219011,0.000218983,0.000218824,0.000218807,0.000219407,0.00021935,0.000218782,0.0002187,0.000219686,0.000219927,0.000219592,0.000219779,0.000219742,0.00021979,0.000219835,0.000219453,0.000219929
0.000213889,0.000215465,0.00021595,0.000216053,0.000216758,0.000216931,0.000216698,0.000216283,0.000217096,0.00021709,0.000217175,0.000216864,0.000217708,0.00021756,0.000216937,0.000217302,0.000217826,0.000217272,0.000217472,0.000217329,0.000217852,0.000217585,0.00021782,0.000218372,0.00021843,0.000218196,0.000218185,0.000218818,0.000218836,0.000218153,0.00021811,0.000219075,0.000219215,0.000218978,0.00021911,0.000219104,0.000219216,0.000219269,0.000218939,0.000219295
0.000213381,0.000214911,0.000215287,0.000215389,0.000216001,0.000216389,0.000216103,0.000215539,0.000216436,0.000216488,0.000216486,0.000216248,0.000217073,0.000216953,0.000216323,0.000216678,0.000217256,0.000216711,0.000216875,0.00021671,0.000217263,0.000217035,0.000217281,0.000217777,0.000217746,0.000217604,0.00021753,0.000218266,0.00021827,0.00021755,0.000217512,0.000218528,0.000218694,0.000218368,0.000218581,0.000218559,0.00021855,0.000218623,0.000218318,0.000218745
0.00021278,0.000214243,0.00021463,0.000214747,0.000215392,0.000215761,0.000215445,0.000214952,0.000215862,0.00021588,0.000215926,0.000215661,0.000216442,0.000216327,0.000215708,0.000216138,0.000216703,0.000216122,0.000216279,0.00021608,0.000216684,0.000216425,0.000216715,0.000217174,0.000217165,0.000217048,0.000216976,0.000217616,0.00021769,0.000217002,0.000216976,0.00021787,0.00021812,0.000217734,0.000218,0.000217968,0.000217955,0.000218093,0.000217667,0.000218142
0.000212044,0.000213563,0.000213991,0.000214214,0.000214758,0.000215229,0.000214807,0.00021433,0.000215295,0.000215352,0.000215365,0.000215039,0.000215901,0.000215741,0.000215101,0.0002155,0.000216013,0.000215587,0.000215673,0.000215516,0.000215984,0.000215862,0.000216036,0.000216605,0.000216546,0.00021642,0.000216336,0.000217085,0.000217074,0.000216339,0.00021631,0.000217201,0.000217522,0.000217162,0.000217442,0.000217384,0.000217431,0.0002175,0.000217146,0.000217525
0.000211593,0.000213011,0.000213253,0.000213595,0.000214194,0.000214592,0.000214218,0.000213728,0.000214697,0.000214758,0.000214762,0.000214406,0.000215337,0.000215136,0.000214504,0.000214885,0.000215413,0.000214951,0.000215069,0.000214861,0.000215405,0.000215232,0.000215468,0.000216056,0.000215976,0.00021586,0.000215736,0.000216392,0.000216522,0.000215752,0.000215782,0.000216669,0.000216915,0.000216542,0.000216859,0.000216782,0.000216801,0.000216926,0.000216526,0.000216981
0.000210843,0.000212355,0.000212682,0.000213,0.000213663,0.000214053,0.000213556,0.000213103,0.000214038,0.000214067,0.000214113,0.000213759,0.000214674,0.000214495,0.000213875,0.000214292,0.000214843,0.000214364,0.000214623,0.000214275,0.000214789,0.000214709,0.000214878,0.000215407,0.000215441,0.000215274,0.000215112,0.000215777,0.000215892,0.000215194,0.000215111,0.000216063,0.000216258,0.000216019,0.000216188,0.0002162,0.000216231,0.000216269,0.000215969,0.000216423
0.000210285,0.000211797,0.000212129,0.000212281,0.000213045,0.000213346,0.000213036,0.000212563,0.000213461,0.000213379,0.000213526,0.000213211,0.000214093,0.000213917,0.00021333,0.000213663,0.000214279,0.000213694,0.000214056,0.000213714,0.000214259,0.000214105,0.000214254,0.000214785,0.000214838,0.000214687,0.000214477,0.000215155,0.000215348,0.000214607,0.000214546,0.000215528,0.000215628,0.000215409,0.000215643,0.000215509,0.000215634,0.000215658,0.00021539,0.00021577
0.000209729,0.000211226,0.000211471,0.000211643,0.00021247,0.00021276,0.000212458,0.000211916,0.00021282,0.000212807,0.000212995,0.000212686,0.000213493,0.000213342,0.00021269,0.000213001,0.000213637,0.000213099,0.000213403,0.000213077,0.000213662,0.000213495,0.000213698,0.000214251,0.000214315,0.000214052,0.000213908,0.000214598,0.000214776,0.000214003,0.00021402,0.000215005,0.000215125,0.000214889,0.000215086,0.000214919,0.000215124,0.000215094,0.000214801,0.000215236
0.000209189,0.00021062,0.000210888,0.000211085,0.00021186,0.000212133,0.00021189,0.000211307,0.00021227,0.00021215,0.000212334,0.000212066,0.000212902,0.000212873,0.000212105,0.000212414,0.000213025,0.000212512,0.000212758,0.000212492,0.000213048,0.000212899,0.000213095,0.000213696,0.00021366,0.00021348,0.000213321,0.000213928,0.000214207,0.00021342,0.000213339,0.000214352,0.000214492,0.000214249,0.000214509,0.000214339,0.00021449,0.000214531,0.000214221,0.000214628
0.000208493,0.000210006,0.000210236,0.000210418,0.000211326,0.000211631,0.000211284,0.000210702,0.000211648,0.000211523,0.000211732,0.000211477,0.000212282,0.000212325,0.00021159,0.000211912,0.000212452,0.000211875,0.000212138,0.000211881,0.000212516,0.000212315,0.000212465,0.000213047,0.000213138,0.000212885,0.000212728,0.000213366,0.000213627,0.000212812,0.000212835,0.000213694,0.000213825,0.000213688,0.000213866,0.000213767,0.000213838,0.000213942,0.000213718,0.000213974
0.000207959,0.00020931,0.000209668,0.000209776,0.000210604,0.000210984,0.0002107,0.000210098,0.000211075,0.000210964,0.00021111,0.000210846,0.000211635,0.00021169,0.000210987,0.000211384,0.000211925,0.000211357,0.000211594,0.000211311,0.000211858,0.000211749,0.000211885,0.000212507,0.000212578,0.000212329,0.000212188,0.000212826,0.000213026,0.00021221,0.000212215,0.000213085,0.000213327,0.000213075,0.000213341,0.000213176,0.000213261,0.000213426,0.000213132,0.000213458
0.000207344,0.000208768,0.000209019,0.000209332,0.000210091,0.000210361,0.000210115,0.000209499,0.000210437,0.000210406,0.00021053,0.000210321,0.000211042,0.000211071,0.000210395,0.000210744,0.000211272,0.000210744,0.000211093,0.000210762,0.000211247,0.00021116,0.000211205,0.000211937,0.000212023,0.000211718,0.00021163,0.000212258,0.000212451,0.000211665,0.000211582,0.000212516,0.000212779,0.000212519,0.000212726,0.000212634,0.000212749,0.000212798,0.000212517,0.000212928
0.000206772,0.000208175,0.000208465,0.000208743,0.000209435,0.000209804,0.000209584,0.000208907,0.000209854,0.000209785,0.000209983,0.000209759,0.00021045,0.000210431,0.000209826,0.000210176,0.000210771,0.000210192,0.000210454,0.000210117,0.000210721,0.000210603,0.000210734,0.000211367,0.000211428,0.000211166,0.000211056,0.000211705,0.000211858,0.000211132,0.000211,0.000211978,0.000212249,0.00021187,0.000212074,0.000212053,0.000212133,0.000212189,0.000211937,0.000212232
0.000206229,0.000207599,0.000207768,0.000208077,0.00020882,0.000209201,0.000208962,0.000208299,0.000209312,0.000209274,0.000209359,0.000209031,0.000209937,0.000209881,0.000209195,0.000209594,0.000210175,0.000209621,0.0002099,0.000209563,0.000210131,0.000210054,0.00021012,0.000210811,0.000210892,0.00021058,0.000210396,0.000211153,0.000211281,0.000210502,0.000210474,0.000211345,0.000211585,0.00021137,0.000211527,0.000211463,0.000211527,0.000211681,0.000211384,0.000211703
0.000205722,0.000207073,0.00020721,0.000207548,0.000208244,0.000208581,0.000208271,0.000207685,0.000208665,0.000208681,0.00020877,0.000208473,0.000209329,0.000209298,0.000208611,0.000208963,0.000209605,0.000208945,0.000209313,0.000208901,0.000209547,0.000209364,0.00020961,0.00021024,0.000210325,0.000210023,0.000209835,0.000210557,0.000210751,0.000209915,0.000209878,0.000210689,0.000210999,0.000210704,0.000210953,0.000210865,0.000211055,0.000211085,0.000210857,0.000211236
0.000205132,0.000206475,0.000206653,0.000206914,0.000207624,0.000208044,0.000207698,0.000207096,0.000208068,0.000208066,0.000208155,0.000207965,0.00020875,0.000208735,0.000208058,0.000208399,0.000209046,0.000208468,0.000208696,0.000208371,0.000208949,0.000208794,0.00020904,0.000209705,0.000209735,0.000209462,0.000209249,0.000210029,0.000210103,0.000209359,0.000209324,0.000210206,0.000210448,0.000210149,0.000210383,0.000210248,0.000210433,0.00021056,0.000210236,0.00021057
0.000204578,0.000205856,0.00020609,0.000206453,0.000207095,0.000207495,0.00020709,0.000206581,0.000207543,0.000207528,0.000207589,0.000207238,0.000208195,0.000208125,0.000207396,0.000207876,0.000208466,0.000207867,0.000208114,0.000207815,0.000208357,0.000208283,0.000208441,0.000209105,0.00020925,0.000208828,0.00020876,0.000209431,0.000209521,0.00020874,0.000208705,0.000209592,0.000209854,0.000209618,0.000209832,0.00020966,0.00020987,0.000210065,0.000209597,0.000210054
0.000203903,0.000205289,0.00020544,0.00020578,0.000206551,0.000206848,0.00020662,0.000206049,0.000206981,0.00020696,0.000206903,0.000206672,0.000207556,0.000207595,0.000206837,0.000207273,0.000207844,0.000207232,0.000207535,0.000207252,0.000207805,0.000207651,0.000207839,0.000208524,0.000208631,0.000208248,0.000208155,0.000208829,0.000208941,0.000208157,0.00020817,0.000209046,0.000209337,0.00020901,0.000209209,0.000209046,0.000209301,0.000209409,0.000209107,0.00020939
0.000203283,0.00020466,0.000204914,0.000205241,0.000205918,0.000206349,0.000205931,0.000205428,0.000206427,0.000206476,0.00020637,0.000206053,0.00020694,0.000207065,0.000206238,0.000206647,0.000207362,0.000206629,0.000206931,0.000206667,0.000207219,0.000206953,0.00020723,0.000207992,0.000208005,0.000207655,0.000207556,0.000208342,0.000208388,0.000207553,0.000207609,0.000208486,0.000208781,0.000208434,0.000208563,0.000208474,0.000208726,0.000208817,0.000208536,0.000208928
0.000202718,0.00020412,0.000204292,0.000204648,0.000205315,0.00020584,0.000205326,0.000204793,0.000205846,0.000205841,0.000205859,0.000205561,0.000206371,0.000206456,0.000205697,0.000206167,0.000206808,0.000206104,0.000206422,0.000206061,0.000206711,0.000206514,0.000206676,0.000207345,0.000207434,0.000207084,0.000206992,0.00020772,0.000207755,0.000207061,0.000207044,0.000207859,0.000208201,0.000207885,0.000208048,0.000207987,0.000208126,0.000208257,0.000207921,0.000208313
0.000202186,0.000203516,0.000203669,0.00020405,0.000204726,0.0002051,0.000204809,0.000204155,0.000205197,0.000205244,0.000205204,0.000205013,0.000205812,0.000205949,0.000205146,0.000205591,0.000206174,0.000205558,0.000205878,0.000205524,0.000206159,0.000205811,0.000206127,0.000206819,0.000206912,0.000206563,0.000206435,0.000207124,0.000207222,0.000206476,0.000206352,0.000207248,0.000207553,0.00020733,0.000207514,0.000207341,0.00020756,0.000207708,0.000207363,0.00020776
0.000201603,0.000202972,0.000203134,0.000203468,0.000204109,0.000204601,0.000204296,0.000203704,0.000204681,0.000204683,0.000204545,0.000204432,0.000205184,0.000205283,0.000204496,0.00020495,0.00020559,0.00020503,0.000205209,0.000204949,0.000205559,0.000205305,0.000205533,0.000206271,0.000206278,0.000205961,0.000205892,0.000206434,0.000206694,0.000205788,0.000205829,0.000206795,0.000207028,0.000206697,0.000206875,0.000206845,0.000206999,0.000207154,0.00020678,0.000207088
0.000200848,0.000202405,0.000202499,0.000202911,0.000203535,0.000203933,0.00020363,0.000203138,0.000204065,0.000204119,0.000204053,0.000203817,0.000204661,0.000204766,0.000203991,0.000204434,0.000205026,0.000204361,0.000204647,0.000204449,0.000204965,0.000204722,0.000204991,0.000205692,0.000205778,0.000205383,0.000205204,0.000205871,0.000206173,0.000205288,0.00020524,0.00020611,0.000206489,0.000206117,0.000206335,0.000206281,0.000206412,0.000206553,0.000206195,0.000206533
0.000200365,0.000201792,0.000201994,0.000202301,0.000202957,0.000203371,0.00020296,0.000202467,0.000203501,0.000203533,0.000203458,0.000203247,0.000204098,0.000204172,0.000203387,0.000203865,0.000204406,0.000203867,0.000204061,0.000203885,0.000204394,0.000204098,0.000204398,0.000205125,0.000205122,0.000204831,0.000204668,0.000205272,0.00020558,0.0002047,0.000204663,0.000205537,0.000205904,0.000205531,0.0002057,0.000205622,0.000205919,0.000206036,0.000205672,0.000205947
0.000199774,0.000201301,0.000201369,0.000201733,0.000202399,0.00020275,0.00020241,0.000201891,0.000202881,0.000202991,0.000202822,0.000202583,0.000203587,0.000203545,0.000202835,0.000203317,0.00020386,0.00020325,0.000203511,0.000203295,0.000203877,0.000203548,0.000203808,0.000204562,0.00020458,0.0002042,0.000204046,0.000204678,0.000204978,0.000204065,0.000204052,0.000204961,0.000205419,0.000205034,0.000205146,0.000204982,0.000205312,0.000205436,0.000205082,0.00020541
0.00019928,0.000200612,0.000200795,0.000201088,0.000201826,0.000202167,0.000201806,0.000201371,0.000202337,0.000202396,0.000202211,0.000202104,0.000203,0.000203015,0.000202228,0.00020269,0.000203294,0.000202707,0.000202936,0.000202721,0.00020326,0.000203024,0.000203308,0.000203991,0.000203972,0.000203556,0.000203513,0.000204119,0.000204402,0.000203464,0.000203451,0.000204421,0.000204886,0.000204461,0.000204482,0.000204354,0.000204744,0.000204831,0.000204555,0.000204829
0.000198741,0.000200032,0.000200125,0.000200514,0.000201233,0.00020152,0.000201229,0.000200842,0.000201763,0.000201842,0.000201658,0.000201448,0.000202373,0.000202432,0.000201643,0.000202139,0.000202724,0.000202073,0.000202383,0.000202146,0.000202714,0.000202461,0.000202682,0.00020343,0.0002035,0.000202966,0.000202909,0.000203563,0.000203804,0.00020299,0.000202984,0.000203907,0.000204217,0.000203913,0.000203976,0.000203835,0.000204141,0.000204262,0.000203947,0.000204195
0.00019814,0.000199461,0.000199591,0.000199959,0.00020059,0.00020094,0.000200702,0.000200228,0.000201076,0.000201292,0.000201041,0.000200947,0.000201847,0.000201862,0.000201034,0.000201453,0.000202172,0.000201609,0.000201762,0.000201581,0.000202085,0.000201874,0.000202125,0.000202815,0.000202881,0.000202492,0.000202317,0.000202983,0.000203247,0.00020236,0.000202367,0.000203281,0.000203702,0.000203346,0.00020335,0.000203226,0.000203579,0.000203623,0.000203398,0.00020358
0.000197495,0.000198886,0.000199055,0.000199421,0.000199991,0.000200426,0.000200064,0.000199625,0.000200588,0.000200755,0.000200471,0.000200269,0.000201274,0.000201289,0.000200517,0.000200912,0.000201737,0.000201071,0.00020121,0.000200939,0.000201541,0.000201313,0.000201529,0.000202288,0.000202309,0.00020186,0.000201779,0.00020257,0.00020261,0.00020183,0.000201859,0.000202793,0.000203103,0.000202735,0.000202778,0.000202727,0.000202948,0.000203084,0.000202769,0.00020311
0.000196904,0.000198291,0.000198409,0.000198829,0.000199477,0.000199807,0.000199555,0.000199038,0.000199963,0.000200145,0.000199928,0.000199703,0.000200674,0.000200675,0.000199904,0.000200338,0.000201144,0.000200431,0.000200684,0.000200399,0.000201061,0.000200733,0.000200909,0.000201674,0.000201701,0.000201295,0.000201161,0.000202024,0.000202116,0.00020123,0.000201219,0.000202137,0.000202537,0.00020219,0.000202227,0.000202117,0.000202318,0.000202567,0.000202186,0.000202481
0.000196362,0.000197774,0.00019789,0.000198292,0.00019886,0.000199356,0.000198956,0.000198483,0.000199348,0.000199652,0.000199374,0.000199139,0.000200159,0.00020016,0.00019936,0.000199785,0.000200526,0.000199852,0.000200127,0.000199903,0.000200492,0.000200192,0.000200328,0.000201076,0.000201175,0.000200725,0.000200615,0.000201403,0.000201507,0.00020074,0.00020065,0.000201587,0.000201806,0.000201624,0.000201603,0.000201582,0.000201823,0.000201963,0.000201657,0.000201889
0.000195809,0.000197179,0.000197286,0.000197723,0.00019835,0.000198788,0.000198348,0.000197932,0.000198824,0.00019903,0.000198813,0.000198533,0.000199501,0.000199605,0.00019882,0.000199222,0.000199916,0.000199323,0.000199564,0.000199249,0.000200004,0.000199628,0.000199797,0.000200539,0.000200616,0.000200099,0.000200037,0.00020081,0.000200919,0.0002001,0.00020016,0.000200937,0.000201241,0.000201014,0.00020092,0.000201007,0.000201343,0.000201395,0.000201001,0.000201366
0.000195266,0.000196562,0.000196615,0.0001971,0.000197732,0.000198217,0.00019775,0.000197311,0.000198271,0.000198435,0.000198203,0.000198003,0.000198925,0.000198999,0.000198205,0.000198634,0.00019936,0.000198863,0.000199044,0.000198726,0.000199431,0.000199057,0.000199198,0.000200021,0.000200002,0.00019962,0.000199467,0.000200265,0.000200423,0.000199551,0.000199613,0.000200455,0.00020078,0.000200484,0.000200334,0.000200427,0.000200669,0.000200793,0.000200461,0.000200708
0.000194753,0.000196058,0.000196112,0.000196488,0.000197173,0.000197657,0.000197213,0.000196742,0.000197691,0.000197883,0.000197627,0.000197429,0.000198345,0.000198474,0.000197621,0.000198144,0.00019869,0.00019828,0.000198464,0.00019815,0.000198885,0.000198581,0.000198653,0.000199398,0.000199476,0.000199006,0.000198924,0.000199686,0.000199926,0.000199012,0.00019898,0.00019993,0.000200218,0.000199933,0.000199851,0.000199867,0.000199996,0.000200197,0.000199901,0.000200119
0.000194195,0.000195477,0.00019559,0.000195968,0.00019665,0.000197055,0.000196648,0.000196193,0.000197119,0.000197348,0.00019705,0.000196898,0.000197785,0.000197921,0.000197114,0.000197604,0.000198288,0.000197708,0.000197903,0.000197663,0.000198294,0.000197931,0.000198073,0.000198851,0.000198921,0.000198424,0.000198397,0.000199106,0.000199327,0.00019839,0.000198429,0.000199348,0.000199709,0.000199396,0.000199297,0.00019938,0.000199498,0.000199632,0.000199238,0.00019953
0.000193625,0.000194896,0.000194969,0.000195364,0.00019617,0.000196529,0.000196094,0.000195595,0.000196546,0.000196839,0.000196473,0.000196345,0.000197273,0.000197363,0.000196616,0.000197087,0.000197718,0.000197101,0.000197251,0.000197081,0.000197832,0.000197424,0.000197564,0.000198324,0.000198399,0.000197917,0.000197804,0.000198549,0.000198791,0.000197904,0.000197888,0.000198756,0.000199043,0.000198862,0.000198744,0.000198813,0.000198929,0.000199073,0.000198757,0.000199034
0.000193102,0.00019432,0.000194371,0.000194757,0.000195496,0.000196064,0.000195554,0.000195011,0.000195955,0.000196293,0.000195928,0.00019587,0.00019664,0.000196846,0.000195994,0.00019652,0.000197155,0.00019657,0.000196705,0.000196574,0.000197214,0.000196897,0.000196992,0.000197834,0.000197884,0.000197355,0.000197226,0.000198,0.000198197,0.000197343,0.00019732,0.000198196,0.000198521,0.000198371,0.000198145,0.000198209,0.000198267,0.000198579,0.00019816,0.000198493
0.000192508,0.000193726,0.000193797,0.000194243,0.000194917,0.000195462,0.000194923,0.000194479,0.00019531,0.000195738,0.000195385,0.000195262,0.000196151,0.000196298,0.000195489,0.000195994,0.000196585,0.000196042,0.000196163,0.00019596,0.000196658,0.000196298,0.000196464,0.000197186,0.000197293,0.0001967,0.000196697,0.000197468,0.000197669,0.000196801,0.000196816,0.000197716,0.000197988,0.000197788,0.000197693,0.000197737,0.000197864,0.000198037,0.000197673,0.000197888
0.000192025,0.000193207,0.000193168,0.000193665,0.000194463,0.000194888,0.000194405,0.000193819,0.000194858,0.000195161,0.000194839,0.000194692,0.000195599,0.000195688,0.000194904,0.00019541,0.00019606,0.000195469,0.000195622,0.000195481,0.00019615,0.000195732,0.000195901,0.000196681,0.000196757,0.000196233,0.000196141,0.000196831,0.000197187,0.000196198,0.000196222,0.000197119,0.000197354,0.000197262,0.000197041,0.000197126,0.000197297,0.000197545,0.0001971,0.00019726
0.000191474,0.000192676,0.000192648,0.000193055,0.000193766,0.000194356,0.000193886,0.000193225,0.000194306,0.000194597,0.000194288,0.000194168,0.000195112,0.000195168,0.000194403,0.000194831,0.000195488,0.000195025,0.000195054,0.000194881,0.000195619,0.000195201,0.000195368,0.000196135,0.000196199,0.000195588,0.000195469,0.000196303,0.000196645,0.000195555,0.000195683,0.00019664,0.000196879,0.000196644,0.000196532,0.00019651,0.000196712,0.000196969,0.000196526,0.000196751
0.000190913,0.000192058,0.000192063,0.000192493,0.000193173,0.00019379,0.000193371,0.000192762,0.000193781,0.000194071,0.000193754,0.000193673,0.000194577,0.000194636,0.000193847,0.000194201,0.000194869,0.000194334,0.000194516,0.000194386,0.000195046,0.000194622,0.000194843,0.000195591,0.000195578,0.000195121,0.000194933,0.000195732,0.000196027,0.000195073,0.000195095,0.000196087,0.00019631,0.000196068,0.000195922,0.000195976,0.000196207,0.000196383,0.000195993,0.000196134
0.000190427,0.000191541,0.000191507,0.000191836,0.000192705,0.00019327,0.00019273,0.000192125,0.000193239,0.000193567,0.000193183,0.000193066,0.000193987,0.00019407,0.000193315,0.000193669,0.000194353,0.000193885,0.000193901,0.000193805,0.00019446,0.000194113,0.000194136,0.00019503,0.000195018,0.000194557,0.000194387,0.000195059,0.000195464,0.000194556,0.000194541,0.00019544,0.000195844,0.000195517,0.000195306,0.000195347,0.000195566,0.000195832,0.000195431,0.000195681
0.000189698,0.000191024,0.000190958,0.000191336,0.000192025,0.00019272,0.000192207,0.00019171,0.000192661,0.000193002,0.000192564,0.00019252,0.000193476,0.000193527,0.00019277,0.000193168,0.000193752,0.000193362,0.000193371,0.000193279,0.00019395,0.000193589,0.000193633,0.000194441,0.000194522,0.000194003,0.000193844,0.000194537,0.000194775,0.000194066,0.000194012,0.000194904,0.000195242,0.000194965,0.000194839,0.000194852,0.000194988,0.000195271,0.000194884,0.000195116
0.000189137,0.000190415,0.000190361,0.000190722,0.00019151,0.000192111,0.000191661,0.000191215,0.00019214,0.00019249,0.000192076,0.000191945,0.000192956,0.000192958,0.00019216,0.000192649,0.000193228,0.000192771,0.000192853,0.000192688,0.000193433,0.000192926,0.00019309,0.000193907,0.000194039,0.00019344,0.000193324,0.00019405,0.000194329,0.00019342,0.000193479,0.000194369,0.000194723,0.000194417,0.000194171,0.000194299,0.000194297,0.000194759,0.0001943,0.000194519
0.000188645,0.000189861,0.000189865,0.000190239,0.000190966,0.000191569,0.000191083,0.00019057,0.000191605,0.000191857,0.000191543,0.000191401,0.000192436,0.000192466,0.000191661,0.000192062,0.000192662,0.000192262,0.000192358,0.000192129,0.000192904,0.000192575,0.000192576,0.000193392,0.00019356,0.000192876,0.000192777,0.000193469,0.000193767,0.000192902,0.00019291,0.000193771,0.000194221,0.000193906,0.000193644,0.000193697,0.000193921,0.000194138,0.000193755,0.000194063
0.000188067,0.00018933,0.000189321,0.000189648,0.000190466,0.000191039,0.000190539,0.000190001,0.000191166,0.000191322,0.000190966,0.000190833,0.000191876,0.000191933,0.000191131,0.000191536,0.000192204,0.000191764,0.000191713,0.00019156,0.000192372,0.000191961,0.000192052,0.000192943,0.000193029,0.00019241,0.000192249,0.000192934,0.000193292,0.000192394,0.000192433,0.000193269,0.000193593,0.000193399,0.000193104,0.000193079,0.000193413,0.000193711,0.000193225,0.000193447
0.000187616,0.000188793,0.00018878,0.000189067,0.000189946,0.000190587,0.000189975,0.000189487,0.000190657,0.000190834,0.000190402,0.000190266,0.000191311,0.000191398,0.000190605,0.000191036,0.000191634,0.000191197,0.0001912,0.000190982,0.000191836,0.000191452,0.000191466,0.000192394,0.000192506,0.000191872,0.000191737,0.000192345,0.000192752,0.000191862,0.000191959,0.000192664,0.000193028,0.000192852,0.000192623,0.000192668,0.000192864,0.000193112,0.000192728,0.00019294
0.000187062,0.000188285,0.000188243,0.000188575,0.000189389,0.000189939,0.000189409,0.000188981,0.000190049,0.000190329,0.000189902,0.000189785,0.000190779,0.000190803,0.000190099,0.000190588,0.000191132,0.000190678,0.000190567,0.000190473,0.00019135,0.000190926,0.000190954,0.000191847,0.000192037,0.000191315,0.000191212,0.000191786,0.000192247,0.000191339,0.000191399,0.000192077,0.000192501,0.000192325,0.000192049,0.000192023,0.000192291,0.000192631,0.000192141,0.00019238
